"id","name","course_url","description","provenance","image_url","special_id","subject"
"khn00031","Individuals, variables, and categorical & quantitative data (practice ...","https://www.khanacademy.org/math/statistics-probability/analyzing-categorical-data/one-categorical-variable/e/individuals-variables-categorical-quantitative-data","Practice identifying components of a data set: individuals, variables, categorical data, quantitative data.","khan Academy","https://cdn.kastatic.org/googleusercontent/BeOgMWy4wbB_Q_hya2R5VB6kM67lVZt4Kk7QK0qeQF8kNTAZdgQySmtM2CjlKCnM43zq5iJ325T-aH9yhE89dd4",,""
"khn00032","Data set warm-up (practice) ","https://www.khanacademy.org/math/pre-algebra/pre-algebra-math-reasoning/pre-algebra-representing-data/e/intro-to-simple-data","Begin your journey into the world of statistics with some warm-up questions about data sets.","khan Academy","https://cdn.kastatic.org/googleusercontent/BeOgMWy4wbB_Q_hya2R5VB6kM67lVZt4Kk7QK0qeQF8kNTAZdgQySmtM2CjlKCnM43zq5iJ325T-aH9yhE89dd4",,""
"khn00033","Effects of shifting, adding, & removing a data point (practice) ","https://www.khanacademy.org/math/probability/data-distributions-a1/summarizing-center-distributions/e/effects-of-shifting-adding-removing-data-point","Practice figuring out how the mean and median are affected when a data point is added to, taken from, or shifted within a data set.","khan Academy","https://cdn.kastatic.org/googleusercontent/BeOgMWy4wbB_Q_hya2R5VB6kM67lVZt4Kk7QK0qeQF8kNTAZdgQySmtM2CjlKCnM43zq5iJ325T-aH9yhE89dd4",,""
"khn00034","Measurement and data ","https://www.khanacademy.org/math/cc-2nd-grade-math/cc-2nd-measurement-data","First, we will measure length using unit squares and rulers, compare and estimate length, and solve length word problems. Next, we will read and make picture graphs, bar graphs, and line plots. Finally, we will tell time on analog clocks and count U.S. coins and dollars.","khan Academy","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWVTAsQKuMSTnREno6zNLCslVti6JN7G9RHpDFXaikAiF36rquQakV1igF",,""
"khn00035","Comparing data displays (practice) ","https://www.khanacademy.org/math/pre-algebra/pre-algebra-math-reasoning/pre-algebra-frequency-dot-plot/e/comparing-data-displays","Practice interpreting and comparing dot plots, histograms, and box plots.","khan Academy","https://cdn.kastatic.org/googleusercontent/BeOgMWy4wbB_Q_hya2R5VB6kM67lVZt4Kk7QK0qeQF8kNTAZdgQySmtM2CjlKCnM43zq5iJ325T-aH9yhE89dd4",,""
"khn00036","Transforming data (practice) ","https://www.khanacademy.org/math/statistics-probability/modeling-distributions-of-data/effects-of-linear-transformations/e/transforming-data","Practice anticipating how a linear transformation of a dataset impacts the mean and standard deviation of the data.","khan Academy","https://cdn.kastatic.org/googleusercontent/BeOgMWy4wbB_Q_hya2R5VB6kM67lVZt4Kk7QK0qeQF8kNTAZdgQySmtM2CjlKCnM43zq5iJ325T-aH9yhE89dd4",,""
"khn00037","Calculating the mean: data displays (practice) ","https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-data-statistics/mean-and-median/e/calculating-the-mean-from-various-data-displays","Practice computing the mean of data sets presented in a variety of formats, such as frequency tables and dot plots.","khan Academy","https://cdn.kastatic.org/googleusercontent/BeOgMWy4wbB_Q_hya2R5VB6kM67lVZt4Kk7QK0qeQF8kNTAZdgQySmtM2CjlKCnM43zq5iJ325T-aH9yhE89dd4",,""
"khn00038","Exploring bivariate numerical data ","https://www.khanacademy.org/math/ap-statistics/bivariate-data-ap","We use scatter plots to explore the relationship between two quantitative variables, and we use regression to model the relationship and make predictions. This unit explores linear regression and how to assess the strength of linear models.","khan Academy","https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSJuK7FrDoXJRWsKwdA2h9JbwfZcUQeOnOXSVOCKn4PbGGo6oPywh9pcJw2",,""
"khn00039","Aggregating data ","https://www.khanacademy.org/computing/computer-programming/sql/sql-basics/p/aggregating-data","Read and learn for free about the following scratchpad: Aggregating data.","khan Academy","https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRJfjgnA9YVDjxOFTwJ9sF5bfAsiQkhMTASyGbijVuYRh3eaiE72F-rbBo",,""
"khn00040","Trends in categorical data (practice) ","https://www.khanacademy.org/math/statistics-probability/analyzing-categorical-data/two-way-tables-for-categorical-data/e/trends-in-categorical-data","Jonathan heard a news report that eating a gluten-free diet makes a person more likely to have a positive outlook on life. This sounded appealing, but he felt he should investigate the claim before drastically changing his diet. Jonathan asked 1 2 8 128 128128 people at his school whether they eat gluten-free and then ...","khan Academy","https://cdn.kastatic.org/googleusercontent/aeEous8r14qCkq5wf-0rZoZ4eWncv6x_7hPvioV6dD5nHtzqafswsUVWQ9RafIT_BPcW8XcB9JJlAN89YdRfkig7",,""
"khn00041","Individuals, variables, and categorical & quantitative data (practice ...","https://www.khanacademy.org/math/statistics-probability/analyzing-categorical-data/one-categorical-variable/e/individuals-variables-categorical-quantitative-data","Practice identifying components of a data set: individuals, variables, categorical data, quantitative data.","khan Academy","https://cdn.kastatic.org/googleusercontent/BeOgMWy4wbB_Q_hya2R5VB6kM67lVZt4Kk7QK0qeQF8kNTAZdgQySmtM2CjlKCnM43zq5iJ325T-aH9yhE89dd4",,""
"khn00042","Data set warm-up (practice) ","https://www.khanacademy.org/math/pre-algebra/pre-algebra-math-reasoning/pre-algebra-representing-data/e/intro-to-simple-data","Begin your journey into the world of statistics with some warm-up questions about data sets.","khan Academy","https://cdn.kastatic.org/googleusercontent/BeOgMWy4wbB_Q_hya2R5VB6kM67lVZt4Kk7QK0qeQF8kNTAZdgQySmtM2CjlKCnM43zq5iJ325T-aH9yhE89dd4",,""
"khn00043","Effects of shifting, adding, & removing a data point (practice) ","https://www.khanacademy.org/math/probability/data-distributions-a1/summarizing-center-distributions/e/effects-of-shifting-adding-removing-data-point","Practice figuring out how the mean and median are affected when a data point is added to, taken from, or shifted within a data set.","khan Academy","https://cdn.kastatic.org/googleusercontent/BeOgMWy4wbB_Q_hya2R5VB6kM67lVZt4Kk7QK0qeQF8kNTAZdgQySmtM2CjlKCnM43zq5iJ325T-aH9yhE89dd4",,""
"khn00044","Measurement and data ","https://www.khanacademy.org/math/cc-2nd-grade-math/cc-2nd-measurement-data","First, we will measure length using unit squares and rulers, compare and estimate length, and solve length word problems. Next, we will read and make picture graphs, bar graphs, and line plots. Finally, we will tell time on analog clocks and count U.S. coins and dollars.","khan Academy","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWVTAsQKuMSTnREno6zNLCslVti6JN7G9RHpDFXaikAiF36rquQakV1igF",,""
"khn00045","Comparing data displays (practice) ","https://www.khanacademy.org/math/pre-algebra/pre-algebra-math-reasoning/pre-algebra-frequency-dot-plot/e/comparing-data-displays","Practice interpreting and comparing dot plots, histograms, and box plots.","khan Academy","https://cdn.kastatic.org/googleusercontent/BeOgMWy4wbB_Q_hya2R5VB6kM67lVZt4Kk7QK0qeQF8kNTAZdgQySmtM2CjlKCnM43zq5iJ325T-aH9yhE89dd4",,""
"khn00046","Transforming data (practice) ","https://www.khanacademy.org/math/statistics-probability/modeling-distributions-of-data/effects-of-linear-transformations/e/transforming-data","Practice anticipating how a linear transformation of a dataset impacts the mean and standard deviation of the data.","khan Academy","https://cdn.kastatic.org/googleusercontent/BeOgMWy4wbB_Q_hya2R5VB6kM67lVZt4Kk7QK0qeQF8kNTAZdgQySmtM2CjlKCnM43zq5iJ325T-aH9yhE89dd4",,""
"khn00047","Calculating the mean: data displays (practice) ","https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-data-statistics/mean-and-median/e/calculating-the-mean-from-various-data-displays","Practice computing the mean of data sets presented in a variety of formats, such as frequency tables and dot plots.","khan Academy","https://cdn.kastatic.org/googleusercontent/BeOgMWy4wbB_Q_hya2R5VB6kM67lVZt4Kk7QK0qeQF8kNTAZdgQySmtM2CjlKCnM43zq5iJ325T-aH9yhE89dd4",,""
"khn00048","Exploring bivariate numerical data ","https://www.khanacademy.org/math/ap-statistics/bivariate-data-ap","We use scatter plots to explore the relationship between two quantitative variables, and we use regression to model the relationship and make predictions. This unit explores linear regression and how to assess the strength of linear models.","khan Academy","https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSJuK7FrDoXJRWsKwdA2h9JbwfZcUQeOnOXSVOCKn4PbGGo6oPywh9pcJw2",,""
"khn00049","Aggregating data ","https://www.khanacademy.org/computing/computer-programming/sql/sql-basics/p/aggregating-data","Read and learn for free about the following scratchpad: Aggregating data.","khan Academy","https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRJfjgnA9YVDjxOFTwJ9sF5bfAsiQkhMTASyGbijVuYRh3eaiE72F-rbBo",,""
"khn00050","Trends in categorical data (practice) ","https://www.khanacademy.org/math/statistics-probability/analyzing-categorical-data/two-way-tables-for-categorical-data/e/trends-in-categorical-data","Jonathan heard a news report that eating a gluten-free diet makes a person more likely to have a positive outlook on life. This sounded appealing, but he felt he should investigate the claim before drastically changing his diet. Jonathan asked 1 2 8 128 128128 people at his school whether they eat gluten-free and then ...","khan Academy","https://cdn.kastatic.org/googleusercontent/aeEous8r14qCkq5wf-0rZoZ4eWncv6x_7hPvioV6dD5nHtzqafswsUVWQ9RafIT_BPcW8XcB9JJlAN89YdRfkig7",,""
"khn00051","Individuals, variables, and categorical & quantitative data (practice ...","https://www.khanacademy.org/math/statistics-probability/analyzing-categorical-data/one-categorical-variable/e/individuals-variables-categorical-quantitative-data","Practice identifying components of a data set: individuals, variables, categorical data, quantitative data.","khan Academy","https://cdn.kastatic.org/googleusercontent/BeOgMWy4wbB_Q_hya2R5VB6kM67lVZt4Kk7QK0qeQF8kNTAZdgQySmtM2CjlKCnM43zq5iJ325T-aH9yhE89dd4",,""
"khn00052","Data set warm-up (practice) ","https://www.khanacademy.org/math/pre-algebra/pre-algebra-math-reasoning/pre-algebra-representing-data/e/intro-to-simple-data","Begin your journey into the world of statistics with some warm-up questions about data sets.","khan Academy","https://cdn.kastatic.org/googleusercontent/BeOgMWy4wbB_Q_hya2R5VB6kM67lVZt4Kk7QK0qeQF8kNTAZdgQySmtM2CjlKCnM43zq5iJ325T-aH9yhE89dd4",,""
"khn00053","Effects of shifting, adding, & removing a data point (practice) ","https://www.khanacademy.org/math/probability/data-distributions-a1/summarizing-center-distributions/e/effects-of-shifting-adding-removing-data-point","Practice figuring out how the mean and median are affected when a data point is added to, taken from, or shifted within a data set.","khan Academy","https://cdn.kastatic.org/googleusercontent/BeOgMWy4wbB_Q_hya2R5VB6kM67lVZt4Kk7QK0qeQF8kNTAZdgQySmtM2CjlKCnM43zq5iJ325T-aH9yhE89dd4",,""
"khn00054","Measurement and data ","https://www.khanacademy.org/math/cc-2nd-grade-math/cc-2nd-measurement-data","First, we will measure length using unit squares and rulers, compare and estimate length, and solve length word problems. Next, we will read and make picture graphs, bar graphs, and line plots. Finally, we will tell time on analog clocks and count U.S. coins and dollars.","khan Academy","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWVTAsQKuMSTnREno6zNLCslVti6JN7G9RHpDFXaikAiF36rquQakV1igF",,""
"khn00055","Comparing data displays (practice) ","https://www.khanacademy.org/math/pre-algebra/pre-algebra-math-reasoning/pre-algebra-frequency-dot-plot/e/comparing-data-displays","Practice interpreting and comparing dot plots, histograms, and box plots.","khan Academy","https://cdn.kastatic.org/googleusercontent/BeOgMWy4wbB_Q_hya2R5VB6kM67lVZt4Kk7QK0qeQF8kNTAZdgQySmtM2CjlKCnM43zq5iJ325T-aH9yhE89dd4",,""
"khn00056","Transforming data (practice) ","https://www.khanacademy.org/math/statistics-probability/modeling-distributions-of-data/effects-of-linear-transformations/e/transforming-data","Practice anticipating how a linear transformation of a dataset impacts the mean and standard deviation of the data.","khan Academy","https://cdn.kastatic.org/googleusercontent/BeOgMWy4wbB_Q_hya2R5VB6kM67lVZt4Kk7QK0qeQF8kNTAZdgQySmtM2CjlKCnM43zq5iJ325T-aH9yhE89dd4",,""
"khn00057","Calculating the mean: data displays (practice) ","https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-data-statistics/mean-and-median/e/calculating-the-mean-from-various-data-displays","Practice computing the mean of data sets presented in a variety of formats, such as frequency tables and dot plots.","khan Academy","https://cdn.kastatic.org/googleusercontent/BeOgMWy4wbB_Q_hya2R5VB6kM67lVZt4Kk7QK0qeQF8kNTAZdgQySmtM2CjlKCnM43zq5iJ325T-aH9yhE89dd4",,""
"khn00058","Exploring bivariate numerical data ","https://www.khanacademy.org/math/ap-statistics/bivariate-data-ap","We use scatter plots to explore the relationship between two quantitative variables, and we use regression to model the relationship and make predictions. This unit explores linear regression and how to assess the strength of linear models.","khan Academy","https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSJuK7FrDoXJRWsKwdA2h9JbwfZcUQeOnOXSVOCKn4PbGGo6oPywh9pcJw2",,""
"khn00059","Aggregating data ","https://www.khanacademy.org/computing/computer-programming/sql/sql-basics/p/aggregating-data","Read and learn for free about the following scratchpad: Aggregating data.","khan Academy","https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRJfjgnA9YVDjxOFTwJ9sF5bfAsiQkhMTASyGbijVuYRh3eaiE72F-rbBo",,""
"khn00060","Trends in categorical data (practice) ","https://www.khanacademy.org/math/statistics-probability/analyzing-categorical-data/two-way-tables-for-categorical-data/e/trends-in-categorical-data","Jonathan heard a news report that eating a gluten-free diet makes a person more likely to have a positive outlook on life. This sounded appealing, but he felt he should investigate the claim before drastically changing his diet. Jonathan asked 1 2 8 128 128128 people at his school whether they eat gluten-free and then ...","khan Academy","https://cdn.kastatic.org/googleusercontent/aeEous8r14qCkq5wf-0rZoZ4eWncv6x_7hPvioV6dD5nHtzqafswsUVWQ9RafIT_BPcW8XcB9JJlAN89YdRfkig7",,""
"khn00061","Individuals, variables, and categorical & quantitative data (practice ...","https://www.khanacademy.org/math/statistics-probability/analyzing-categorical-data/one-categorical-variable/e/individuals-variables-categorical-quantitative-data","Practice identifying components of a data set: individuals, variables, categorical data, quantitative data.","khan Academy","https://cdn.kastatic.org/googleusercontent/BeOgMWy4wbB_Q_hya2R5VB6kM67lVZt4Kk7QK0qeQF8kNTAZdgQySmtM2CjlKCnM43zq5iJ325T-aH9yhE89dd4",,""
"khn00062","Data set warm-up (practice) ","https://www.khanacademy.org/math/pre-algebra/pre-algebra-math-reasoning/pre-algebra-representing-data/e/intro-to-simple-data","Begin your journey into the world of statistics with some warm-up questions about data sets.","khan Academy","https://cdn.kastatic.org/googleusercontent/BeOgMWy4wbB_Q_hya2R5VB6kM67lVZt4Kk7QK0qeQF8kNTAZdgQySmtM2CjlKCnM43zq5iJ325T-aH9yhE89dd4",,""
"khn00063","Effects of shifting, adding, & removing a data point (practice) ","https://www.khanacademy.org/math/probability/data-distributions-a1/summarizing-center-distributions/e/effects-of-shifting-adding-removing-data-point","Practice figuring out how the mean and median are affected when a data point is added to, taken from, or shifted within a data set.","khan Academy","https://cdn.kastatic.org/googleusercontent/BeOgMWy4wbB_Q_hya2R5VB6kM67lVZt4Kk7QK0qeQF8kNTAZdgQySmtM2CjlKCnM43zq5iJ325T-aH9yhE89dd4",,""
"khn00064","Measurement and data ","https://www.khanacademy.org/math/cc-2nd-grade-math/cc-2nd-measurement-data","First, we will measure length using unit squares and rulers, compare and estimate length, and solve length word problems. Next, we will read and make picture ...","khan Academy","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWVTAsQKuMSTnREno6zNLCslVti6JN7G9RHpDFXaikAiF36rquQakV1igF",,""
"khn00065","Comparing data displays (practice) ","https://www.khanacademy.org/math/pre-algebra/pre-algebra-math-reasoning/pre-algebra-frequency-dot-plot/e/comparing-data-displays","He then created both a histogram and a box plot to display this same data (both diagrams are shown below). Which display can be used to find how many ...","khan Academy","https://cdn.kastatic.org/googleusercontent/BeOgMWy4wbB_Q_hya2R5VB6kM67lVZt4Kk7QK0qeQF8kNTAZdgQySmtM2CjlKCnM43zq5iJ325T-aH9yhE89dd4",,""
"khn00066","Transforming data (practice) ","https://www.khanacademy.org/math/statistics-probability/modeling-distributions-of-data/effects-of-linear-transformations/e/transforming-data","Practice anticipating how a linear transformation of a dataset impacts the mean and standard deviation of the data.","khan Academy","https://cdn.kastatic.org/googleusercontent/BeOgMWy4wbB_Q_hya2R5VB6kM67lVZt4Kk7QK0qeQF8kNTAZdgQySmtM2CjlKCnM43zq5iJ325T-aH9yhE89dd4",,""
"khn00067","Calculating the mean: data displays (practice) ","https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-data-statistics/mean-and-median/e/calculating-the-mean-from-various-data-displays","Practice computing the mean of data sets presented in a variety of formats, such as frequency tables and dot plots.","khan Academy","https://cdn.kastatic.org/googleusercontent/BeOgMWy4wbB_Q_hya2R5VB6kM67lVZt4Kk7QK0qeQF8kNTAZdgQySmtM2CjlKCnM43zq5iJ325T-aH9yhE89dd4",,""
"khn00068","Exploring bivariate numerical data ","https://www.khanacademy.org/math/ap-statistics/bivariate-data-ap","We use scatter plots to explore the relationship between two quantitative variables, and we use regression to model the relationship and make predictions.","khan Academy","https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSJuK7FrDoXJRWsKwdA2h9JbwfZcUQeOnOXSVOCKn4PbGGo6oPywh9pcJw2",,""
"khn00069","Aggregating data ","https://www.khanacademy.org/computing/computer-programming/sql/sql-basics/p/aggregating-data","Read and learn for free about the following scratchpad: Aggregating data.","khan Academy","https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRJfjgnA9YVDjxOFTwJ9sF5bfAsiQkhMTASyGbijVuYRh3eaiE72F-rbBo",,""
"khn00070","Trends in categorical data (practice) ","https://www.khanacademy.org/math/statistics-probability/analyzing-categorical-data/two-way-tables-for-categorical-data/e/trends-in-categorical-data","Analyze categorical data to find some trends. ... Trends in categorical data. You might need: Calculator. Problem. Jonathan heard a news report that eating a ...","khan Academy","https://cdn.kastatic.org/googleusercontent/aeEous8r14qCkq5wf-0rZoZ4eWncv6x_7hPvioV6dD5nHtzqafswsUVWQ9RafIT_BPcW8XcB9JJlAN89YdRfkig7",,""
"khn00071","Individuals, variables, and categorical & quantitative data (practice ...","https://www.khanacademy.org/math/statistics-probability/analyzing-categorical-data/one-categorical-variable/e/individuals-variables-categorical-quantitative-data","Practice identifying components of a data set: individuals, variables, categorical data, quantitative data.","khan Academy","https://cdn.kastatic.org/googleusercontent/BeOgMWy4wbB_Q_hya2R5VB6kM67lVZt4Kk7QK0qeQF8kNTAZdgQySmtM2CjlKCnM43zq5iJ325T-aH9yhE89dd4",,""
"khn00072","Data set warm-up (practice) ","https://www.khanacademy.org/math/pre-algebra/pre-algebra-math-reasoning/pre-algebra-representing-data/e/intro-to-simple-data","Begin your journey into the world of statistics with some warm-up questions about data sets.","khan Academy","https://cdn.kastatic.org/googleusercontent/BeOgMWy4wbB_Q_hya2R5VB6kM67lVZt4Kk7QK0qeQF8kNTAZdgQySmtM2CjlKCnM43zq5iJ325T-aH9yhE89dd4",,""
"khn00073","Effects of shifting, adding, & removing a data point (practice) ","https://www.khanacademy.org/math/probability/data-distributions-a1/summarizing-center-distributions/e/effects-of-shifting-adding-removing-data-point","Practice figuring out how the mean and median are affected when a data point is added to, taken from, or shifted within a data set.","khan Academy","https://cdn.kastatic.org/googleusercontent/BeOgMWy4wbB_Q_hya2R5VB6kM67lVZt4Kk7QK0qeQF8kNTAZdgQySmtM2CjlKCnM43zq5iJ325T-aH9yhE89dd4",,""
"khn00074","Measurement and data ","https://www.khanacademy.org/math/cc-2nd-grade-math/cc-2nd-measurement-data","First, we will measure length using unit squares and rulers, compare and estimate length, and solve length word problems. Next, we will read and make picture graphs, bar graphs, and line plots. Finally, we will tell time on analog clocks and count U.S. coins and dollars.","khan Academy","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWVTAsQKuMSTnREno6zNLCslVti6JN7G9RHpDFXaikAiF36rquQakV1igF",,""
"khn00075","Comparing data displays (practice) ","https://www.khanacademy.org/math/pre-algebra/pre-algebra-math-reasoning/pre-algebra-frequency-dot-plot/e/comparing-data-displays","Practice interpreting and comparing dot plots, histograms, and box plots.","khan Academy","https://cdn.kastatic.org/googleusercontent/BeOgMWy4wbB_Q_hya2R5VB6kM67lVZt4Kk7QK0qeQF8kNTAZdgQySmtM2CjlKCnM43zq5iJ325T-aH9yhE89dd4",,""
"khn00076","Transforming data (practice) ","https://www.khanacademy.org/math/statistics-probability/modeling-distributions-of-data/effects-of-linear-transformations/e/transforming-data","Practice anticipating how a linear transformation of a dataset impacts the mean and standard deviation of the data.","khan Academy","https://cdn.kastatic.org/googleusercontent/BeOgMWy4wbB_Q_hya2R5VB6kM67lVZt4Kk7QK0qeQF8kNTAZdgQySmtM2CjlKCnM43zq5iJ325T-aH9yhE89dd4",,""
"khn00077","Calculating the mean: data displays (practice) ","https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-data-statistics/mean-and-median/e/calculating-the-mean-from-various-data-displays","Practice computing the mean of data sets presented in a variety of formats, such as frequency tables and dot plots.","khan Academy","https://cdn.kastatic.org/googleusercontent/BeOgMWy4wbB_Q_hya2R5VB6kM67lVZt4Kk7QK0qeQF8kNTAZdgQySmtM2CjlKCnM43zq5iJ325T-aH9yhE89dd4",,""
"khn00078","Exploring bivariate numerical data ","https://www.khanacademy.org/math/ap-statistics/bivariate-data-ap","We use scatter plots to explore the relationship between two quantitative variables, and we use regression to model the relationship and make predictions. This unit explores linear regression and how to assess the strength of linear models.","khan Academy","https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSJuK7FrDoXJRWsKwdA2h9JbwfZcUQeOnOXSVOCKn4PbGGo6oPywh9pcJw2",,""
"khn00079","Aggregating data ","https://www.khanacademy.org/computing/computer-programming/sql/sql-basics/p/aggregating-data","Read and learn for free about the following scratchpad: Aggregating data.","khan Academy","https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRJfjgnA9YVDjxOFTwJ9sF5bfAsiQkhMTASyGbijVuYRh3eaiE72F-rbBo",,""
"khn00080","Trends in categorical data (practice) ","https://www.khanacademy.org/math/statistics-probability/analyzing-categorical-data/two-way-tables-for-categorical-data/e/trends-in-categorical-data","Jonathan heard a news report that eating a gluten-free diet makes a person more likely to have a positive outlook on life. This sounded appealing, but he felt he should investigate the claim before drastically changing his diet. Jonathan asked 1 2 8 128 128128 people at his school whether they eat gluten-free and then ...","khan Academy","https://cdn.kastatic.org/googleusercontent/aeEous8r14qCkq5wf-0rZoZ4eWncv6x_7hPvioV6dD5nHtzqafswsUVWQ9RafIT_BPcW8XcB9JJlAN89YdRfkig7",,""
"khn00081","Reading: Social science — How-to Part 1 (video) ","https://www.khanacademy.org/test-prep/sat/sat-reading-writing-practice/new-sat-reading/v/reading-social-science-passage","Watch Sal work through Part 1 of an SAT Reading: Social science passage.","khan Academy","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6LAPowuyl67k5QwR-VNeQ5XUqmN5MVjQoy4P_5ayYM2PCsjj_wMWl8aYp",,""
"khn00082","Reading: History and social studies — How-to Part 1 (video) ","https://www.khanacademy.org/test-prep/sat/sat-reading-writing-practice/new-sat-reading/v/reading-history-passage","Watch Sal work through Part 1 of an SAT Reading: History and social studies passage.","khan Academy","https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSCWDQbH37CoWlD6syeu2cpSu6ExVsao3T667zT0nESGVGSAfi-snPhuzI",,""
"khn00083","Reading: History and social studies — How-to Part 2 (video) ","https://www.khanacademy.org/test-prep/sat/sat-reading-writing-practice/new-sat-reading/v/reading-history-questions","Watch Sal work through Part 2 of an SAT Reading: History and social studies passage.","khan Academy","https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRV1V-OOJgt-a1g3lptp_iTUZcU9CAMmNX88srAd8cN_cbuMKlX2An4q6UB",,""
"khn00084","Misunderstanding evolution: a historian's perspective on Social ...","https://www.khanacademy.org/humanities/ap-us-history/period-6/apush-gilded-age/v/darwinism-vs-social-darwinism-part-2","Does ""survival of the fittest"" apply to human culture? Kim and Emily continue their discussion of the theory of evolution and how Gilded Age sociologists mistakenly applied it to race and class.","khan Academy","https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTZRBSW1fxE23yze4GY8S9IGi2O7fTLhk9qMsF4zoI_yEUW_pbuFyWou5Z7",,""
"khn00085","Reading: Social science — How-to Part 2 (video) ","https://www.khanacademy.org/test-prep/sat/sat-reading-writing-practice/new-sat-reading/v/reading-social-science-questions","Watch Sal work through Part 2 of an SAT Reading: Social science passage.","khan Academy","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyxn3EhDbu5LcEFzkvp-pREYhWLRSHJU84arKQfEu_XyuOqMKBpheVogMI",,""
"khn00086","Roman social and political structures (video) ","https://www.khanacademy.org/humanities/world-history/ancient-medieval/roman-empire/v/roman-social-and-political-structures","Patricians and plebeians; Roman citizens, Senators and Consuls: learn about the political and social structures of ancient Rome.","khan Academy","https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSzQmQY7UjOtGY5GNeFyqlOcAOGrGf_zX9Z7FFghFYGyRD-PNGRtk53Anc",,""
"khn00087","Misunderstanding evolution: a biologist's perspective on Social ...","https://www.khanacademy.org/humanities/ap-us-history/period-6/apush-gilded-age/v/darwinism-vs-social-darwinism-part-1","In the late nineteenth century, sociologists misused Darwin's theory of evolution to justify racism. KA's historian Kim and biologist Emily discuss how evolution really works and how sociologists in the Gilded Age misunderstood its application to human society.","khan Academy","https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSPHKkPo0mDmxuyoXKOs3H4UEOafehgYF9x0G2zLXgffyXHRfLRR0LgJ9qC",,""
"khn00088","Social, political, and environmental characteristics of early civilizations","https://www.khanacademy.org/humanities/world-history/world-history-beginnings/birth-agriculture-neolithic-revolution/a/why-did-human-societies-get-more-complex","The growth of agriculture resulted in intensification, which had important consequences for social organization. Larger groups gave rise to new challenges and required more sophisticated systems of social administration. Complex societies took the forms of larger agricultural villages, cities, city-states, and states, which ...","khan Academy","https://cdn.kastatic.org/googleusercontent/VloqaMqMQSTmQ4AtaHKrJqgpfen_iPMDrbkQpx5k1LPigqA-n107WfAhtA1-SJET-aaXeubNLn3fe8QWf4TkL8ug",,""
"khn00089","Focus on social structures: gender in medieval Muslim societies ...","https://www.khanacademy.org/humanities/world-history/medieval-times/social-institutions-in-the-islamic-world/e/focus-on-social-structures--gender-in-medieval-muslim-societies","""There are myriad historical, geographical, socioeconomic, religious-doctrinal, and legal differences within the category of women and Islam. Much of the variation in the situations of women in the Muslim world is governed by class as well as religious, ethnic, and social considerations. Women of the same social class have ...","khan Academy","https://cdn.kastatic.org/googleusercontent/IHikAHEmxIJ0OjxKHg0E4ifAxbkZVU2E3ZsTbHzH0Tq0Mum-o3HrHzMhepwu4f1EMZaVJNTLMCtBWT-hOCH_U34",,""
"khn00090","Biological explanations of social behavior in animals questions ...","https://www.khanacademy.org/test-prep/mcat/individuals-and-society/biological-explanations-of-social-behavior-in-animals/e/biological-explanations-of-social-behavior-in-animals-questions","Questions pertaining to the biological explanation of social behavior in animals.","khan Academy","https://cdn.kastatic.org/googleusercontent/-TP29QNwYQdeRIvp3kj-l6YZRMD3VWTOCKLZL5VrKPkITiGNISY2DS5hO95FGnJhDoN2yZlpLbyjpsmSb3hz07Q",,""
"khn00091","Reading: Social science — How-to Part 1 (video) ","https://www.khanacademy.org/test-prep/sat/sat-reading-writing-practice/new-sat-reading/v/reading-social-science-passage","Watch Sal work through Part 1 of an SAT Reading: Social science passage.","khan Academy","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6LAPowuyl67k5QwR-VNeQ5XUqmN5MVjQoy4P_5ayYM2PCsjj_wMWl8aYp",,""
